year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,-0.085432716,-0.001124625,0.084308091,0.084434462,0.05184146,-0.032593002,0.157374811,0.098882465,-0.058492346
2001,2,-0.088667059,-0.037564172,0.051102888,0.039785139,0.027829349,-0.01195579,-0.009794037,0.051140901,0.060934938
2001,3,0.041108793,0.064314052,0.023205259,-0.041193181,-0.078212029,-0.037018848,-0.04976842,0.000891214,0.050659634
2001,4,-0.049620613,-0.079064969,-0.029444356,-0.122877638,-0.057098798,0.06577884,-0.049962287,-0.006841178,0.043121109
2001,5,-0.091280177,-0.054578387,0.03670179,0.017268376,0.0253399,0.008071523,-0.062881038,-0.05583877,0.007042268
2001,6,0.035904973,0.041417235,0.005512261,-0.090316655,-0.052405134,0.037911521,0.118926358,0.031265944,-0.087660413
2001,7,0.063986158,0.068428738,0.00444258,-0.05878126,0.014246981,0.073028241,-0.000270712,0.034364331,0.034635043
2001,8,-0.015282035,0.019238771,0.034520806,0.109440338,0.031813074,-0.077627264,-0.061597278,-0.094877212,-0.033279934
2001,9,0.012465388,0.041839346,0.029373958,-0.036058927,-0.064977433,-0.028918506,-0.032901038,-0.076100946,-0.043199908
2001,10,0.001318898,0.002580485,0.001261587,-0.180921546,-0.088550878,0.092370668,-0.048373569,-0.008594983,0.039778586
2001,11,-0.021512262,0.057904159,0.079416421,-0.049053834,-0.058315709,-0.009261874,-0.084237328,0.004476731,0.088714059
2001,12,-0.07336698,-0.046462798,0.026904182,-0.02435081,0.068558255,0.092909065,-0.110784628,-0.067701226,0.043083402
2002,1,0.096563205,0.092844146,-0.003719059,-0.059619939,-0.070266578,-0.010646639,-0.153818553,-0.056428411,0.097390142
2002,2,-0.126365319,-0.02793375,0.098431569,-0.052426294,-0.077697974,-0.025271679,0.102564384,0.053326496,-0.049237888
2002,3,0.164446644,0.065068161,-0.099378483,0.03178153,-0.03901437,-0.0707959,0.0474689,0.026293574,-0.021175326
2002,4,0.076238223,0.079404089,0.003165866,-0.021673605,-0.052729414,-0.031055809,0.107788654,0.07558475,-0.032203904
2002,5,-0.084044142,0.015116402,0.099160544,0.011087836,0.046274006,0.03518617,0.12975712,0.052416414,-0.077340706
2002,6,0.027410801,-0.033350311,-0.060761112,-0.003970173,0.027420586,0.031390759,-0.006495406,-0.018810857,-0.012315451
2002,7,-0.147396976,-0.047747333,0.099649642,0.035074354,-0.046240997,-0.081315351,-0.020860957,-0.00672399,0.014136967
2002,8,-0.052387626,0.016923552,0.069311178,0.008710746,0.032605993,0.023895247,-0.024392775,0.042846909,0.067239684
2002,9,-0.142786889,-0.096415659,0.046371231,-0.075857136,-0.026316273,0.049540863,0.136980227,0.074077994,-0.062902233
2002,10,0.033825452,0.025853058,-0.007972394,-0.155662025,-0.093211782,0.062450243,-0.120981896,-0.070616013,0.050365883
2002,11,0.096215654,0.006719587,-0.089496067,0.047745443,-0.051310655,-0.099056098,0.109336095,0.049529214,-0.059806881
2002,12,0.160652325,0.072736734,-0.087915591,-0.055035546,-0.002869281,0.052166265,-0.081422938,-0.051555733,0.029867205
2003,1,0.088493883,0.090007929,0.001514047,0.034455249,0.0240584,-0.010396849,0.015080737,-0.050185969,-0.065266706
2003,2,0.032363016,0.055291292,0.022928276,0.018299081,0.040913329,0.022614248,-0.055881491,0.019387228,0.075268719
2003,3,0.145000165,0.098111483,-0.046888682,-0.096059433,-0.026724582,0.069334852,-0.001538219,-0.095459535,-0.093921315
2003,4,-0.11391537,-0.099192491,0.014722879,-0.013643182,-0.094812077,-0.081168896,0.192671149,0.097744081,-0.094927068
2003,5,-0.106812235,-0.020324397,0.086487838,0.077307276,0.047209249,-0.030098026,0.026156267,0.007743794,-0.018412473
2003,6,0.049282551,-0.029786538,-0.079069089,0.090937106,0.087257015,-0.003680091,0.140466861,0.075952841,-0.06451402
2003,7,0.063004,0.091524908,0.028520907,-0.059905645,-0.084987486,-0.025081842,-0.005986617,-0.072547471,-0.066560854
2003,8,-0.161685914,-0.068580917,0.093104997,-0.146689577,-0.071557102,0.075132475,0.024054415,0.061253381,0.037198967
2003,9,0.017003689,-0.081415474,-0.098419164,-0.041569791,0.019694612,0.061264403,0.045171157,-0.006524105,-0.051695262
2003,10,-0.050389454,-0.028689488,0.021699966,-0.000121337,-0.063426649,-0.063305312,0.018619772,0.059885428,0.041265656
2003,11,-0.151508189,-0.075423306,0.076084883,-0.093217215,-0.013487617,0.079729598,0.036304682,0.094123655,0.057818973
2003,12,-0.134845091,-0.047245284,0.087599808,-0.105179798,-0.012130975,0.093048823,0.048981088,0.096927379,0.047946291
2004,1,-0.044219367,-0.06526816,-0.021048793,-0.016409097,0.069143196,0.085552293,-0.028681362,0.018587621,0.047268983
2004,2,-0.034520722,-0.006087549,0.028433174,-0.092242863,-0.058478112,0.033764751,-0.029050231,-0.057641289,-0.028591058
2004,3,-0.102499355,-0.0443857,0.058113655,-0.059104619,-0.08296714,-0.023862521,0.04517903,0.048871094,0.003692064
2004,4,-0.060449164,-0.018051813,0.042397351,-0.010997967,-0.044654494,-0.033656527,-0.036650113,-0.050795192,-0.014145079
