year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,-0.10801265,-0.059230549,0.048782101,0.040485021,0.038136126,-0.002348895,-0.011722021,0.074027391,0.085749412
2001,2,0.029784152,-0.025807367,-0.055591519,-0.114099544,-0.073113226,0.040986318,-0.039154923,-0.021883546,0.017271377
2001,3,-0.081317637,0.014481273,0.09579891,-0.09360493,-0.095282082,-0.001677152,0.001123211,-0.083398541,-0.084521752
2001,4,0.04475518,0.077347764,0.032592584,-0.030448266,0.062626674,0.09307494,0.033431756,-0.012217699,-0.045649456
2001,5,-0.01575606,-0.016271144,-0.000515084,0.011984006,-0.057959925,-0.06994393,-0.065828216,-0.088453962,-0.022625747
2001,6,-0.026983346,-0.075048513,-0.048065167,0.004640925,0.029780682,0.025139757,0.136484664,0.06536085,-0.071123815
2001,7,-0.088543722,-0.073819952,0.01472377,0.017443169,0.077842772,0.060399603,0.003062291,-0.045026066,-0.048088357
2001,8,-0.042574194,0.020751454,0.063325649,0.00079664,-0.071356157,-0.072152797,0.02917715,-0.053865047,-0.083042197
2001,9,-0.121185535,-0.027922518,0.093263017,0.003742162,-0.022703495,-0.026445656,0.047200838,-0.040128461,-0.0873293
2001,10,0.021247545,-0.047509817,-0.068757363,-0.119228798,-0.086382457,0.032846341,0.030108867,-0.021926392,-0.052035259
2001,11,-0.052455684,-0.030562881,0.021892803,-0.091577305,-0.077736837,0.013840468,-0.050109169,-0.068591689,-0.018482519
2001,12,-0.017905804,-0.0255041,-0.007598297,-0.003782902,0.026121391,0.029904293,-0.116849952,-0.076416073,0.04043388
2002,1,0.028373584,-0.022856934,-0.051230518,0.069483639,0.067366563,-0.002117075,-0.173781541,-0.099878761,0.07390278
2002,2,-0.106417782,-0.032638982,0.0737788,-0.087586521,-0.026138839,0.061447682,0.013571088,-0.048223794,-0.061794882
2002,3,-0.087745781,-0.078711691,0.00903409,-0.052412736,0.016038057,0.068450793,-0.053465898,-0.004766459,0.048699438
2002,4,0.026173462,0.012852773,-0.013320689,0.054060758,0.058020054,0.003959296,-0.163421002,-0.09734982,0.066071182
2002,5,0.03477389,-0.017675647,-0.052449537,-0.027138651,-0.046878857,-0.019740207,0.000782774,-0.033148049,-0.033930823
2002,6,-0.043975062,-0.079987986,-0.036012925,-0.075813737,-0.021623174,0.054190563,-0.033562904,-0.072972375,-0.039409472
2002,7,0.032951599,0.076767169,0.043815569,0.099213684,0.083039298,-0.016174386,0.05479801,0.031141001,-0.023657009
2002,8,0.021685087,0.069709689,0.048024602,0.011685384,0.064598195,0.052912811,0.050756583,0.015418938,-0.035337645
2002,9,0.063913908,0.039641777,-0.024272131,0.037433607,0.043215977,0.00578237,-0.156492913,-0.088875166,0.067617747
2002,10,-0.019261091,0.046019352,0.065280443,0.008001489,0.022736577,0.014735089,0.064774802,0.002941039,-0.061833763
2002,11,-0.012423472,-0.042682662,-0.03025919,-0.096984281,-0.021034488,0.075949793,-0.044545,-0.041644588,0.002900413
2002,12,-0.031270071,-0.018972974,0.012297097,0.076612497,0.008768273,-0.067844224,-0.080125512,-0.034663167,0.045462345
2003,1,0.081951511,0.079637327,-0.002314184,0.024782242,-0.016305661,-0.041087902,-0.002219619,-0.093425686,-0.091206067
2003,2,0.040859068,0.06470116,0.023842093,0.120900859,0.098038964,-0.022861895,-0.000855343,0.059340333,0.060195676
2003,3,0.032117238,-0.065769007,-0.097886244,0.094592995,0.099161462,0.004568467,-0.136026248,-0.05123405,0.084792198
2003,4,0.010123229,0.014681932,0.004558702,0.047409309,0.050645824,0.003236514,0.100307836,0.089419191,-0.010888645
2003,5,0.005064276,0.079206886,0.07414261,-0.048714457,0.03922791,0.087942367,0.025396426,0.057781983,0.032385558
2003,6,-0.028104652,-0.066639842,-0.038535189,0.113406286,0.096580925,-0.016825361,0.053653832,-0.018134304,-0.071788136
2003,7,0.092852291,0.004765989,-0.088086302,-0.065749572,-0.001269953,0.064479619,0.062267374,-0.006598963,-0.068866336
2003,8,-0.109393626,-0.019264672,0.090128954,0.00917663,0.060530902,0.051354271,-0.103658051,-0.04385157,0.059806481
2003,9,0.183692891,0.087645172,-0.096047719,-0.052063645,-0.078591225,-0.02652758,0.057744285,0.030188342,-0.027555943
2003,10,0.136213251,0.064677092,-0.07153616,-0.024396984,0.06984684,0.094243824,-0.139818124,-0.099287937,0.040530187
2003,11,0.107767775,0.009240676,-0.098527099,0.092713872,0.046334257,-0.046379615,0.017257542,-0.000950497,-0.018208039
2003,12,0.01813178,0.043832926,0.025701146,0.039051957,0.050589513,0.011537556,-0.023449102,0.039990309,0.063439411
2004,1,0.035027925,0.045392958,0.010365033,-0.009715156,-0.037973726,-0.02825857,-0.004966859,-0.046156609,-0.04118975
2004,2,0.093029678,0.019314585,-0.073715093,-0.02322758,0.063842738,0.087070318,0.113632967,0.081145452,-0.032487515
2004,3,0.073274961,-0.010461434,-0.083736395,-0.006922139,0.087123564,0.094045702,-0.018301785,0.07787809,0.096179875
2004,4,0.019068736,0.033078188,0.014009452,0.068357114,0.091450129,0.023093015,0.144537176,0.076012672,-0.068524505
2004,5,0.052615745,0.001337521,-0.051278224,0.067158374,-0.020046883,-0.087205257,-0.111127343,-0.095800594,0.015326749
2004,6,-0.108462955,-0.013999979,0.094462976,-0.14554053,-0.092351768,0.053188762,-0.021673155,-0.071025699,-0.049352543
2004,7,0.101149628,0.078561423,-0.022588205,-0.095164597,-0.090708746,0.004455851,0.005787868,0.046498124,0.040710256
2004,8,0.108094035,0.081874525,-0.026219511,-0.179171425,-0.090744814,0.088426612,-0.019338103,-0.064270876,-0.044932773
2004,9,0.078371025,0.049597454,-0.028773571,0.14958791,0.071266133,-0.078321777,0.003667943,0.021687839,0.018019896
2004,10,-0.146016809,-0.060322527,0.085694282,0.038997374,0.051242117,0.012244743,-0.023390557,0.071344425,0.094734982
2004,11,-0.068301813,0.018953843,0.087255656,0.138866016,0.098393616,-0.0404724,-0.042745605,-0.004872242,0.037873363
2004,12,-0.046681408,-0.024494299,0.022187109,-0.011923768,0.03663545,0.048559218,-0.001843988,-0.027498657,-0.025654669
2005,1,-0.07038652,-0.033233246,0.037153275,0.010339274,0.081328209,0.070988935,0.026064174,0.066157217,0.040093043
2005,2,-0.026933843,-0.049749224,-0.022815381,0.020412387,-0.0780149,-0.098427287,-0.054015926,0.030538887,0.084554813
2005,3,0.082884607,-0.011798774,-0.094683381,-0.049673782,0.045860683,0.095534465,0.014544844,0.056617232,0.042072388
2005,4,-0.044708699,-0.026450089,0.018258611,0.017397375,-0.026502366,-0.043899741,0.144662708,0.051891652,-0.092771056
2005,5,0.079534906,0.013575202,-0.065959704,-0.004585588,0.06106617,0.065651758,-0.015185,0.059791819,0.074976819
2005,6,-0.02080824,-0.012024984,0.008783256,0.12157925,0.022462239,-0.099117011,0.006204333,-0.037948369,-0.044152701
2005,7,-0.041612609,0.006827357,0.048439965,-0.036210075,-0.029494778,0.006715297,0.092981559,0.086003533,-0.006978027
2005,8,0.115026534,0.054606281,-0.060420253,0.057785481,0.027573998,-0.030211483,0.036317571,-0.025683107,-0.062000678
2005,9,-0.010748408,-0.089671051,-0.078922643,0.108184125,0.050369283,-0.057814842,0.185951355,0.09227581,-0.093675545
2005,10,-0.151391545,-0.09450025,0.056891295,0.02641542,0.086735454,0.060320033,-0.059526048,-0.051880053,0.007645995
2005,11,0.008197303,0.016715661,0.008518358,0.086890096,0.086524748,-0.000365348,-0.146221883,-0.073931391,0.072290493
2005,12,0.011702796,-0.066810619,-0.078513414,-0.011570678,-0.035954161,-0.024383483,0.004074397,-0.05259089,-0.056665287
2006,1,-0.073348306,-0.07004359,0.003304717,-0.122660629,-0.093732229,0.0289284,0.106479746,0.022495226,-0.083984521
2006,2,-0.093306694,-0.006150293,0.087156401,0.012531616,-0.082641435,-0.095173051,0.038631095,-0.056481949,-0.095113043
2006,3,-0.073427489,0.013997619,0.087425108,-0.062883594,0.014802666,0.07768626,-0.053492092,-0.04120875,0.012283342
2006,4,0.047985661,0.037162207,-0.010823453,-0.003324252,-0.020637669,-0.017313417,-0.134936141,-0.077026575,0.057909566
2006,5,-0.029276971,0.024323995,0.053600966,0.056828081,0.028466843,-0.028361238,0.089587481,0.050302648,-0.039284833
2006,6,0.013857408,-0.07598511,-0.089842517,0.040104114,-0.017855079,-0.057959193,0.108717841,0.014712246,-0.094005595
2006,7,0.100659156,0.085893341,-0.014765815,-0.116933468,-0.064751016,0.052182452,-0.10613492,-0.079689643,0.026445277
2006,8,0.056774058,0.023763456,-0.033010602,0.096816348,0.017347529,-0.079468819,0.116164822,0.070218365,-0.045946458
2006,9,0.050880225,0.053300694,0.002420469,0.048178621,-0.00361286,-0.051791481,0.106639466,0.039334884,-0.067304582
2006,10,-0.00244765,0.049531775,0.051979424,0.034469729,0.087545689,0.05307596,-0.05529503,-0.02752689,0.02776814
2006,11,-0.067668397,-0.071516887,-0.00384849,0.128685956,0.045017447,-0.083668509,-0.097532031,-0.062259734,0.035272297
2006,12,0.025216839,-0.037230575,-0.062447414,-0.048485063,0.000587198,0.04907226,-0.092481011,-0.080941636,0.011539375
2007,1,0.137118527,0.099186464,-0.037932063,-0.028361475,0.051920737,0.080282212,0.000649904,0.081943521,0.081293617
2007,2,0.037517366,-0.026240656,-0.063758021,-0.059220977,-0.08580257,-0.026581593,0.172061316,0.080442151,-0.091619165
2007,3,0.160086248,0.072436593,-0.087649655,-0.000330477,-0.097873437,-0.09754296,0.017751013,0.064589798,0.046838785
2007,4,-0.085250682,0.012699351,0.097950033,-0.042678232,-0.058544818,-0.015866586,0.057722152,0.053375628,-0.004346523
2007,5,-0.00010735,-0.088558494,-0.088451144,-0.139964929,-0.096019005,0.043945924,0.0734157,0.068425153,-0.004990547
2007,6,-0.014717923,-0.015942894,-0.001224971,0.08975487,0.002047983,-0.087706887,-0.093667913,-0.030062984,0.063604929
2007,7,0.005900181,-0.052570816,-0.058470997,0.030660145,-0.018471244,-0.049131389,-0.006414542,-0.077165901,-0.070751359
2007,8,-0.071484301,-0.092521118,-0.021036817,0.02990513,-0.027977536,-0.057882666,-0.010890935,-0.050227553,-0.039336618
2007,9,0.049662546,0.062211059,0.012548513,-0.17450541,-0.081472087,0.093033324,0.164552747,0.092719136,-0.071833611
