year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,0.153094926,0.089874575,-0.063220351,0.026062741,0.073195358,0.047132616,-0.12029467,-0.04388736,0.076407311
2001,2,0.150968119,0.075397863,-0.075570255,-0.105674162,-0.067287888,0.038386274,0.041557787,0.016987928,-0.024569859
2001,3,0.096088912,0.03797249,-0.058116422,0.03043506,-0.068723692,-0.099158752,0.08940361,0.002309361,-0.08709425
2001,4,0.0958703,0.032160341,-0.06370996,-0.001580721,-0.07319791,-0.071617189,0.099892825,0.069294387,-0.030598439
2001,5,0.145306903,0.076548794,-0.06875811,0.036267519,-0.040342628,-0.076610148,-0.021005317,-0.016742372,0.004262945
2001,6,-0.106908369,-0.020463922,0.086444446,0.114447767,0.07332345,-0.041124317,0.090221033,0.008899531,-0.081321502
2001,7,-0.090883026,-0.07635097,0.014532056,0.128083938,0.06705523,-0.061028708,0.017154971,0.053524837,0.036369867
2001,8,-0.036695409,-0.033876639,0.00281877,0.027562407,0.07789069,0.050328283,0.029426128,-0.058818909,-0.088245036
2001,9,0.006632165,-0.068098507,-0.074730672,0.124571296,0.0698908,-0.054680496,0.087394136,0.092386371,0.004992235
2001,10,-0.034988969,-0.01166613,0.023322839,-0.087691471,-0.070193961,0.01749751,-0.088542302,0.010187666,0.098729968
2001,11,-0.072662847,-0.093064144,-0.020401297,-0.041004566,-0.039521312,0.001483253,0.055875676,0.080116737,0.024241061
2001,12,0.128923293,0.059543775,-0.069379518,-0.148385105,-0.060734087,0.087651017,0.052454758,0.075829839,0.023375081
2002,1,-0.047290592,-0.051603473,-0.004312882,-0.042098054,0.046636644,0.088734699,0.039551121,0.07153164,0.031980519
2002,2,-0.005268572,0.088885405,0.094153977,-0.074152413,-0.035669984,0.03848243,0.032646199,-0.006897708,-0.039543907
2002,3,0.096546034,-0.002688303,-0.099234338,0.000792129,-0.049310938,-0.050103067,0.046631298,0.028711519,-0.01791978
2002,4,-0.06766918,-0.031884946,0.035784234,-0.062504697,-0.058235926,0.004268772,0.043940194,-0.035317872,-0.079258065
2002,5,-0.136742673,-0.089075151,0.047667522,-0.143556729,-0.094014448,0.049542281,-0.045443378,0.030972265,0.076415643
2002,6,0.011855171,-0.035691787,-0.047546958,-0.025184455,0.0422325,0.067416955,0.036097903,-0.01671754,-0.052815442
2002,7,0.088831891,-0.003888772,-0.092720663,0.074695554,0.077669463,0.002973909,-0.035753302,0.041655943,0.077409245
2002,8,0.034511143,-0.012788971,-0.047300114,-0.031990854,-0.043597855,-0.011607001,-0.174362597,-0.074906519,0.099456078
2002,9,0.094305335,0.084731925,-0.00957341,-0.080496192,-0.001433772,0.079062419,0.134032458,0.089732756,-0.044299703
2002,10,0.117688936,0.086229725,-0.031459211,0.016337236,0.053620991,0.037283756,-0.103072666,-0.058687507,0.044385159
2002,11,0.183576277,0.097053286,-0.086522991,-0.130287803,-0.057721859,0.072565944,-0.06543445,-0.08632094,-0.02088649
2002,12,0.047402769,0.061728008,0.014325239,0.077892596,0.077756576,-0.000136021,0.099681733,0.032167002,-0.067514731
2003,1,-0.131045063,-0.086793465,0.044251598,-0.085408587,-0.082195615,0.003212972,0.124041002,0.033895358,-0.090145644
2003,2,0.100186437,0.068846615,-0.031339822,-0.115314002,-0.086184784,0.029129219,0.038822156,0.005361328,-0.033460828
2003,3,0.014344229,-0.003378643,-0.017722872,0.014181503,0.031336389,0.017154886,-0.151177567,-0.088427218,0.062750349
2003,4,-0.003180983,-0.023267899,-0.020086916,-0.000935795,-0.093413781,-0.092477986,0.134787028,0.064566356,-0.070220672
2003,5,0.112691345,0.075822614,-0.03686873,-0.147572439,-0.055321509,0.09225093,0.173434629,0.086401858,-0.087032771
2003,6,-0.03375579,0.051035995,0.084791786,0.079721925,0.076720864,-0.003001061,0.083352991,0.040466779,-0.042886212
2003,7,-0.070915746,-0.082482782,-0.011567036,0.028459463,0.060864882,0.032405418,-0.086826288,-0.029887361,0.056938928
