year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,-0.09091103,-0.079481693,0.011429337,-0.008999522,-0.004966442,0.00403308,-0.080437305,-0.02698664,0.053450665
2001,2,-0.036264615,0.021699188,0.057963803,-0.022687296,0.00526515,0.027952446,0.045629489,0.024785235,-0.020844254
2001,3,-0.036257912,0.010362406,0.046620319,-0.005971468,-0.02055585,-0.014584381,0.099347938,0.073716089,-0.025631849
2001,4,0.102013899,0.053631465,-0.048382434,-0.070533232,-0.056828425,0.013704807,0.025221396,-0.008499298,-0.033720694
2001,5,0.005843284,0.04762179,0.041778506,-0.118269193,-0.039324555,0.078944638,-0.049343544,0.025599534,0.074943078
2001,6,-0.112292078,-0.065176322,0.047115755,-0.020569681,-0.099517639,-0.078947958,-0.181903733,-0.09011797,0.091785763
2001,7,0.104460314,0.076696641,-0.027763673,-0.170521862,-0.072001853,0.098520009,0.023238512,-0.044995891,-0.068234403
2001,8,-0.02036095,-0.055051982,-0.034691032,-0.052067997,-0.001372477,0.05069552,0.069371413,0.078208793,0.00883738
2001,9,-0.052052185,0.021868842,0.073921027,-0.065447861,-0.015088359,0.050359502,-0.015564154,-0.072122179,-0.056558025
2001,10,-0.033759084,-0.09750195,-0.063742866,0.124130837,0.08673666,-0.037394177,-0.142017011,-0.049942042,0.092074968
2001,11,0.086763384,0.038385765,-0.048377619,-0.018066005,0.076808297,0.094874302,0.02242235,0.045674599,0.023252249
2001,12,-0.077712431,-5.0554E-05,0.077661877,-0.074076237,-0.076247279,-0.002171041,-0.000616793,0.036643409,0.037260202
2002,1,0.001324494,-0.000894799,-0.002219292,0.058995598,0.083782747,0.024787149,0.025251127,0.099045397,0.073794269
2002,2,-0.083874192,-0.064584119,0.019290073,0.125515725,0.053926084,-0.071589641,0.135950267,0.088223343,-0.047726924
2002,3,-0.128212462,-0.046967513,0.081244949,-0.020327332,-0.012491319,0.007836012,0.008741745,-0.002858783,-0.011600527
2002,4,-0.029907891,0.041787964,0.071695856,0.080841466,-0.015837208,-0.096678674,0.014350764,-0.019071993,-0.033422757
2002,5,0.021084504,0.087603137,0.066518633,-0.076896905,-0.012386632,0.064510273,0.019762107,0.007218559,-0.012543547
2002,6,0.17887941,0.080746929,-0.098132482,0.158114164,0.060260278,-0.097853885,0.069444186,0.001969701,-0.067474485
2002,7,0.014020138,0.021352106,0.007331968,0.171806829,0.087713432,-0.084093396,0.099615088,0.032779448,-0.06683564
2002,8,-0.022668927,0.072902493,0.09557142,-0.114070973,-0.078292352,0.035778621,-0.018382169,-0.078198741,-0.059816571
2002,9,-0.066821028,-0.042504673,0.024316355,-0.000221684,0.054233057,0.05445474,-0.052293298,-0.026702343,0.025590955
2002,10,0.097156246,0.091299143,-0.005857103,-0.022546311,0.045985642,0.068531953,0.088124955,0.062616195,-0.02550876
2002,11,0.021562276,0.01554722,-0.006015056,-0.118216862,-0.061057034,0.057159827,-0.059212426,-0.090232681,-0.031020255
2002,12,-0.023710297,0.042776905,0.066487203,0.142601691,0.056139142,-0.086462549,0.029359944,0.03992888,0.010568936
2003,1,0.064221727,-0.022374054,-0.086595781,-0.097348627,-0.07209198,0.025256647,-0.057682285,-0.09026174,-0.032579454
2003,2,0.122836821,0.024865964,-0.097970857,-0.031161331,0.005585623,0.036746954,-0.041325241,-0.015253115,0.026072125
2003,3,0.04639745,-0.044487109,-0.09088456,-0.082504709,-0.099497724,-0.016993015,-0.06728306,-0.006912586,0.060370473
2003,4,-0.06832475,0.022183238,0.090507989,0.027867189,0.088741886,0.060874697,-0.026555575,0.021465479,0.048021054
2003,5,-0.04244935,-0.06871248,-0.02626313,0.17684948,0.081512016,-0.095337464,0.156240525,0.07983442,-0.076406104
2003,6,-0.069780936,-0.094806925,-0.025025988,-0.014770671,-0.047066823,-0.032296152,0.044849157,0.041560541,-0.003288617
2003,7,-0.068060583,-0.097913999,-0.029853417,-0.01373926,-0.095791076,-0.082051815,-0.120640766,-0.075692019,0.044948748
2003,8,-0.015642611,-0.042153982,-0.026511372,-0.066405591,-0.035003168,0.031402423,0.177826911,0.089684705,-0.088142206
