year,month,LSew,Longew,shortew,LSvw,Longvw,shortvw,LSpw,Longpw,shortpw
2001,1,0.001170267,-0.056425822,-0.057596089,-0.00406743,0.082670111,0.086737541,-0.025057931,0.062123538,0.087181469
2001,2,0.022641817,-0.062482726,-0.085124543,-0.10342234,-0.063891332,0.039531008,-0.171665927,-0.087592441,0.084073486
2001,3,0.003347537,0.003155107,-0.00019243,-0.081331253,-0.025132429,0.056198824,-0.021003931,-0.021488502,-0.000484571
2001,4,0.069797392,0.010351917,-0.059445475,0.161102411,0.098710865,-0.062391546,0.123116206,0.073289973,-0.049826233
2001,5,0.175207845,0.088110564,-0.087097281,-0.011266466,0.053753563,0.065020029,0.014483752,0.018511483,0.004027732
2001,6,0.019029778,-0.047292204,-0.066321982,-0.009253806,0.000730435,0.009984241,0.079200772,0.07343672,-0.005764052
2001,7,0.043409208,0.048353788,0.00494458,0.143104459,0.086624429,-0.056480031,0.061758117,-0.028015223,-0.08977334
2001,8,-0.062170268,-0.039392862,0.022777406,0.041776237,0.039560226,-0.002216011,-0.012351819,-0.015882226,-0.003530407
2001,9,-0.007121468,-0.077869424,-0.070747956,-0.12472569,-0.046997371,0.077728319,-0.043572661,-0.092768881,-0.04919622
2001,10,-0.07440476,-0.089111325,-0.014706564,-0.08721043,0.005597761,0.092808191,0.172142364,0.073468295,-0.098674069
2001,11,-0.108563455,-0.023188782,0.085374674,0.010149583,-0.08858985,-0.098739433,-0.062759057,-0.094248186,-0.031489129
2001,12,-0.109753767,-0.02392506,0.085828708,-0.059274264,-0.017807164,0.041467101,-0.078697704,-0.012074875,0.066622829
2002,1,0.031238467,0.018198171,-0.013040296,0.005271793,-0.017400018,-0.022671811,-0.081625737,-0.03805929,0.043566448
2002,2,-0.10919811,-0.011455184,0.097742926,0.080259173,-0.004507507,-0.08476668,0.149537943,0.084021872,-0.065516072
2002,3,-0.016958395,-0.046376591,-0.029418196,-0.076549883,-0.04657919,0.029970693,0.100057945,0.031576023,-0.068481923
2002,4,0.145738173,0.062587547,-0.083150627,0.017672913,-0.067296566,-0.084969479,0.084339123,0.011407235,-0.072931888
2002,5,-0.035005922,0.014097499,0.049103421,0.041849249,0.025324821,-0.016524428,0.028892132,0.011405457,-0.017486675
2002,6,-0.072597227,-0.034145752,0.038451475,0.087125714,0.067187435,-0.019938279,-0.031042308,0.013910419,0.044952728
2002,7,-0.075871858,-0.055950653,0.019921206,-0.169183201,-0.081438956,0.087744245,0.036129328,0.081824507,0.045695179
2002,8,0.175254911,0.086830939,-0.088423972,0.018973344,0.083302668,0.064329324,-0.056843306,-0.068327654,-0.011484349
